id,artifact_id,name,level,rarity,attribute,kind,is_locked,is_unnecessary,skill1_name,skill1_quality,skill1_effect,skill1_level,skill1_is_max_quality,skill2_name,skill2_quality,skill2_effect,skill2_level,skill2_is_max_quality,skill3_name,skill3_quality,skill3_effect,skill3_level,skill3_is_max_quality,skill4_name,skill4_quality,skill4_effect,skill4_level,skill4_is_max_quality
4099477,301040301,金華革帯,1,3,風,斧,False,False,アビリティダメージ,2,+14.4%,1,False,HP,5,+900,1,True,通常攻撃の与ダメージ上昇,1,+8800,1,False,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回,1,True
4086646,301070301,金華覆装,1,3,水,格闘,False,False,回復性能,3,+15.6%,1,False,奥義ダメージ,5,+18%,1,True,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,2,+19.2%,1,False,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%,1,True
4086608,301060201,サント・リネット,1,3,土,銃,False,False,有利属性軽減,3,+5.2%,1,False,トリプルアタック確率,3,+5.2%,1,False,奥義与ダメージ上昇,3,+130000,1,False,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回,1,True
4086383,301020201,サント・ジャセロン,1,3,水,短剣,False,False,回避率,3,+5.2%,1,False,攻撃力,3,+1560,1,False,再生,1,440,1,False,サブメンバー時、一定ターン毎に敵全体にランダムな弱体効果を1つ付与(重複不可),1,7ターン,1,True
4064999,301090101,オミナス・ホイッスル,1,3,土,楽器,False,False,有利属性軽減,1,+4.4%,1,False,HP,1,+660,1,False,HPが100%の時、与ダメージUP,5,+3%,1,True,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%,1,True
4064470,301020201,サント・ジャセロン,1,3,闇,短剣,False,False,ダブルアタック確率,3,+7.8%,1,False,弱体成功率,2,+7.2%,1,False,奥義ダメージ特殊上限UP,1,+4.4%,1,False,ターン終了時、自分がそのターン中に消費した奥義ゲージ量に応じて自分に与ダメージ上昇,1,最大5000,1,True
4063240,301030301,金華旗幟,1,3,火,槍,False,False,弱体耐性,5,+9%,1,True,自属性攻撃力,1,+8.8%,1,False,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,2,+14.4%,1,False,ターン終了時にHPが50%以下の敵がいる時、一度だけ自分のHPを回復,1,2000,1,True
4055361,301090201,サント・ボアトムジーク,1,3,土,楽器,False,False,アビリティダメージ,1,+13.2%,1,False,弱体成功率,2,+7.2%,1,False,クリティカル発動時、ダメージ上限UP,5,+3%,1,True,バトル開始時に自分に一定個数ランダムな強化効果,1,1個,1,True
4046677,301050101,オミナス・トーテム,1,3,闇,杖,False,False,有利属性軽減,3,+5.2%,1,False,弱体耐性,3,+7.8%,1,False,通常攻撃ダメージ上限,2,+2.4%,1,False,ターン終了時、自分がそのターン中に消費した奥義ゲージ量に応じて自分に与ダメージ上昇,1,最大5000,1,True
4045672,301030101,オミナス・ゴブレット,1,3,火,槍,False,False,自属性攻撃力,2,+9.6%,1,False,有利属性軽減,1,+4.4%,1,False,アビリティ与ダメージ上昇,2,+12000,1,False,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回,1,True
4044654,301100201,サント・キャプション,1,3,土,刀,False,False,回復性能,2,+14.4%,1,False,自属性攻撃力,2,+9.6%,1,False,確率で強化効果が無効化されない,1,20%,1,True,アビリティダメージを一定量与える毎に自分にアビリティ与ダメージ上昇(累積),1,40000000,1,True
4044561,301040101,オミナス・ホーン,1,3,風,斧,False,False,弱体成功率,2,+7.2%,1,False,防御,4,+11.2%,1,False,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,4,+22.4%,1,False,バトル終了時にランダムな耳飾りを入手することがある(レベルに応じて入手確率UP/重複不可)　◆サブメンバーにいる場合でも発動,1,,1,True
4037214,301060301,金華望鏡,1,3,土,銃,False,False,アビリティダメージ,1,+13.2%,1,False,防御,2,+9.6%,1,False,再生,2,480,1,False,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回,1,True
4031774,301050201,サント・ローブ,1,3,光,杖,False,False,弱体耐性,5,+9%,1,True,有利属性軽減,4,+5.6%,1,False,奥義ダメージ特殊上限UP,1,+4.4%,1,False,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.2%,1,True
4031736,301090201,サント・ボアトムジーク,1,3,闇,楽器,False,False,弱体成功率,2,+7.2%,1,False,弱体耐性,5,+9%,1,True,HPが50%以上の時、トリプルアタック確率UP,5,+9%,1,True,サブメンバー時、一定ターン毎に敵全体にランダムな弱体効果を1つ付与(重複不可),1,7ターン,1,True
4026626,301030301,金華旗幟,1,3,水,槍,False,False,ダブルアタック確率,2,+7.2%,1,False,攻撃力,3,+1560,1,False,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,4,+5.6%,1,False,攻撃開始時、確率で自分に乱撃(6ヒット)効果(1回),1,1%,1,True
4025618,301100301,金華香炉,1,3,水,刀,False,False,攻撃力,4,+1680,1,False,弱体耐性,1,+6.6%,1,False,クリティカル発動時、ダメージ上限UP,1,+2.2%,1,False,バトル登場時に一度だけ自分の与ダメージUP,1,3%,1,True
4025422,301080101,オミナス・フィアン,1,3,水,弓,False,False,防御,2,+9.6%,1,False,HP,3,+780,1,False,通常攻撃ダメージ上限,1,+2.2%,1,False,攻撃行動を行わなかった場合、ターン終了時に自分に一定個数ランダムな強化効果,1,1個,1,True
3995643,301040101,オミナス・ホーン,1,3,光,斧,False,False,攻撃力,4,+1680,1,False,クリティカル確率,3,+15.6%,1,False,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,3,+5.2%,1,False,バトル登場時に一度だけ自分の与ダメージUP,1,3%,1,True
3985004,301090301,金華銅鑼,1,3,水,楽器,False,False,回避率,3,+5.2%,1,False,自属性攻撃力,2,+9.6%,1,False,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,2,+4.8%,1,False,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個,1,True
3984076,301010201,サント・クローヌ,1,3,水,剣,False,False,回復性能,4,+16.8%,1,False,弱体耐性,2,+7.2%,1,False,奥義与ダメージ上昇,1,+110000,1,False,ターン終了時にHPが50%以下の敵がいる時、一度だけ自分のHPを回復,1,2000,1,True
3984010,301020301,金華面具,1,3,光,短剣,False,False,弱体成功率,2,+7.2%,1,False,アビリティダメージ,3,+15.6%,1,False,奥義与ダメージ上昇,5,+150000,1,True,使用間隔が10ターン以上のアビリティ使用時、自分に与ダメージUP,1,2%,1,True
3976785,301100101,オミナス・ストーン,1,3,風,刀,False,False,防御,2,+9.6%,1,False,HP,2,+720,1,False,HPが50%以下の時、被ダメージを軽減,1,+8.8%,1,False,バトル開始時に自分に一定個数ランダムな強化効果,1,1個,1,True
3976109,301090301,金華銅鑼,1,3,土,楽器,False,False,有利属性軽減,2,+4.8%,1,False,回避率,2,+4.8%,1,False,通常攻撃の与ダメージ上昇,2,+9600,1,False,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個,1,True
3976031,301080301,金華胸鎧,1,3,土,弓,False,False,HP,1,+660,1,False,回復性能,2,+14.4%,1,False,最大HP上昇/防御力-70%,2,+9.6%,1,False,バトル終了時にランダムな耳飾りを入手することがある(レベルに応じて入手確率UP/重複不可)　◆サブメンバーにいる場合でも発動,1,,1,True
3976030,301090301,金華銅鑼,1,3,水,楽器,False,False,アビリティダメージ,1,+13.2%,1,False,回復性能,2,+14.4%,1,False,HPが50%以上の時、トリプルアタック確率UP,1,+6.6%,1,False,キュアポーションまたはオールポーション使用時にフェイタルチェインゲージUP(重複不可),1,3%,1,True
3975958,301030201,サント・キャスク,1,3,風,槍,False,False,弱体耐性,4,+8.4%,1,False,アビリティダメージ,1,+13.2%,1,False,再生,3,520,1,False,ターン終了時にHPが50%以下の敵がいる時、一度だけ自分のHPを回復,1,2000,1,True
3975946,301010301,金華羽飾,1,3,火,剣,False,False,有利属性軽減,3,+5.2%,1,False,攻撃力,1,+1320,1,False,ターンダメージを軽減,2,+9.6%,1,False,攻撃開始時、確率で自分に乱撃(6ヒット)効果(1回),1,1%,1,True
3975870,301040301,金華革帯,1,3,水,斧,False,False,防御,4,+11.2%,1,False,奥義ダメージ,3,+15.6%,1,False,確率で強化効果が無効化されない,1,20%,1,True,バトル開始時に最大HPの20%を消費するが3ターン後、自分にダメージ上限UP,1,10%,1,True
3975835,301100101,オミナス・ストーン,1,3,闇,刀,False,False,弱体成功率,1,+6.6%,1,False,アビリティダメージ,3,+15.6%,1,False,最大HP上昇/防御力-70%,4,+11.2%,1,False,サブメンバー時、一定ターン毎に敵全体にランダムな弱体効果を1つ付与(重複不可),1,7ターン,1,True
3975834,301090301,金華銅鑼,1,3,風,楽器,False,False,回復性能,2,+14.4%,1,False,HP,2,+720,1,False,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,3,+15.6%,1,False,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍,1,True
3975806,301060101,オミナス・ペンダント,1,3,水,銃,False,False,回避率,2,+4.8%,1,False,アビリティダメージ,1,+13.2%,1,False,通常攻撃ダメージ上限,1,+2.2%,1,False,攻撃開始時、確率で自分に乱撃(6ヒット)効果(1回),1,1%,1,True
3975805,301060101,オミナス・ペンダント,1,3,火,銃,False,False,自属性攻撃力,1,+8.8%,1,False,奥義ダメージ,2,+14.4%,1,False,クリティカル発動時、ダメージ上限UP,1,+2.2%,1,False,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍,1,True
3972896,301060101,オミナス・ペンダント,1,3,土,銃,False,False,トリプルアタック確率,1,+4.4%,1,False,防御,3,+10.4%,1,False,チェイン与ダメージUP,1,+6.6%,1,False,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.2%,1,True
3893356,301100101,オミナス・ストーン,1,3,光,刀,False,False,トリプルアタック確率,1,+4.4%,1,False,弱体成功率,1,+6.6%,1,False,通常攻撃ダメージ上限,3,+2.6%,1,False,バトル開始時から1ターンの間被ダメージ減少,1,1000,1,True
3891787,301090101,オミナス・ホイッスル,1,3,火,楽器,False,False,ダブルアタック確率,2,+7.2%,1,False,弱体成功率,1,+6.6%,1,False,奥義与ダメージ上昇,4,+140000,1,False,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.2%,1,True
3891786,301090301,金華銅鑼,1,3,光,楽器,False,False,奥義ダメージ,2,+14.4%,1,False,攻撃力,1,+1320,1,False,奥義ダメージ上限,4,+8.4%,1,False,アビリティダメージを一定量与える毎に自分にアビリティ与ダメージ上昇(累積),1,40000000,1,True
3882927,301080201,サント・シャッポー,1,3,光,弓,False,False,弱体成功率,1,+6.6%,1,False,回復性能,1,+13.2%,1,False,通常攻撃の与ダメージ上昇,1,+8800,1,False,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.2%,1,True
3882885,301010301,金華羽飾,1,3,火,剣,False,False,奥義ダメージ,1,+13.2%,1,False,トリプルアタック確率,4,+5.6%,1,False,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,1,True,バトル終了時にランダムな耳飾りを入手することがある(レベルに応じて入手確率UP/重複不可)　◆サブメンバーにいる場合でも発動,1,,1,True
3879073,301090301,金華銅鑼,1,3,水,楽器,False,False,トリプルアタック確率,2,+4.8%,1,False,弱体耐性,1,+6.6%,1,False,再生,1,440,1,False,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%,1,True
3869638,301020301,金華面具,1,3,闇,短剣,False,False,回復性能,2,+14.4%,1,False,アビリティダメージ,4,+16.8%,1,False,奥義ダメージ上限,1,+6.6%,1,False,使用間隔が10ターン以上のアビリティ使用時、自分に与ダメージUP,1,2%,1,True
3869597,301050201,サント・ローブ,1,3,土,杖,False,False,アビリティダメージ,1,+13.2%,1,False,ダブルアタック確率,5,+9%,1,True,HPが50%以上の時、トリプルアタック確率UP,4,+8.4%,1,False,ターン終了時、確率で敵の強化効果を全て無効化(重複不可),1,1%,1,True
3854867,301100101,オミナス・ストーン,1,3,闇,刀,False,False,防御,4,+11.2%,1,False,ダブルアタック確率,3,+7.8%,1,False,HPが50%以下の時、被ダメージを軽減,4,+11.2%,1,False,攻撃行動を行わなかった場合、ターン終了時に自分に一定個数ランダムな強化効果,1,1個,1,True
3854840,301100201,サント・キャプション,1,3,闇,刀,False,False,クリティカル確率,4,+16.8%,1,False,防御,1,+8.8%,1,False,奥義ダメージ上限,1,+6.6%,1,False,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.2%,1,True
3854457,301080301,金華胸鎧,1,3,光,弓,False,False,トリプルアタック確率,3,+5.2%,1,False,奥義ダメージ,4,+16.8%,1,False,クリティカル発動時、ダメージ上限UP,2,+2.4%,1,False,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%,1,True
3853810,301070101,オミナス・バンクル,1,3,風,格闘,False,False,アビリティダメージ,3,+15.6%,1,False,弱体耐性,1,+6.6%,1,False,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,1,+17.6%,1,False,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%,1,True
3832754,301040301,金華革帯,1,3,水,斧,False,False,弱体成功率,2,+7.2%,1,False,回復性能,2,+14.4%,1,False,最大HP上昇/防御力-70%,4,+11.2%,1,False,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.2%,1,True
3832655,301020101,オミナス・リング,1,3,土,短剣,False,False,防御,1,+8.8%,1,False,トリプルアタック確率,1,+4.4%,1,False,再生,4,560,1,False,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%,1,True
3832602,301040101,オミナス・ホーン,1,3,光,斧,False,False,有利属性軽減,2,+4.8%,1,False,自属性攻撃力,4,+11.2%,1,False,最大HP上昇/防御力-70%,1,+8.8%,1,False,バトル開始時に自分に一定個数ランダムな強化効果,1,1個,1,True
3832601,301030201,サント・キャスク,1,3,闇,槍,False,False,回避率,5,+6%,1,True,弱体成功率,3,+7.8%,1,False,クリティカル発動時、ダメージ上限UP,1,+2.2%,1,False,バトル登場時に一度だけ自分の与ダメージUP,1,3%,1,True
3832600,301040101,オミナス・ホーン,1,3,闇,斧,False,False,ダブルアタック確率,5,+9%,1,True,有利属性軽減,3,+5.2%,1,False,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,1,+13.2%,1,False,バトル開始時と5ターン毎に自分にバリア効果,1,1000,1,True
3832545,301040101,オミナス・ホーン,1,3,水,斧,False,False,奥義ダメージ,2,+14.4%,1,False,回避率,1,+4.4%,1,False,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,1,True,アイテムドロップ率UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+0.5%,1,True
3832542,301100301,金華香炉,1,3,光,刀,False,False,弱体成功率,3,+7.8%,1,False,回避率,2,+4.8%,1,False,確率で強化効果が無効化されない,1,20%,1,True,アビリティを一定回数使用する度に自分にダメージ上限UP(累積),1,5回,1,True
3832536,301020201,サント・ジャセロン,1,3,土,短剣,False,False,奥義ダメージ,1,+13.2%,1,False,弱体耐性,3,+7.8%,1,False,通常攻撃ダメージ上限,5,+3%,1,True,ターン終了時、確率で敵の強化効果を全て無効化(重複不可),1,1%,1,True
3832302,301070301,金華覆装,1,3,水,格闘,False,False,自属性攻撃力,3,+10.4%,1,False,攻撃力,2,+1440,1,False,通常攻撃ダメージ上限,3,+2.6%,1,False,ターン終了時、自分がそのターン中に消費した奥義ゲージ量に応じて自分に与ダメージ上昇,1,最大5000,1,True
3832300,301070101,オミナス・バンクル,1,3,風,格闘,False,False,回復性能,4,+16.8%,1,False,弱体耐性,1,+6.6%,1,False,最大HP上昇/防御力-70%,1,+8.8%,1,False,ターン終了時にHPが50%以下の敵がいる時、一度だけ自分のHPを回復,1,2000,1,True
3832245,301100301,金華香炉,1,3,水,刀,False,False,ダブルアタック確率,3,+7.8%,1,False,アビリティダメージ,2,+14.4%,1,False,アビリティ与ダメージ上昇,4,+14000,1,False,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回,1,True
3832243,301040301,金華革帯,1,3,火,斧,False,False,有利属性軽減,2,+4.8%,1,False,アビリティダメージ,5,+18%,1,True,通常攻撃の与ダメージ上昇,2,+9600,1,False,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%,1,True
3832187,301040201,サント・アルミュール,1,3,土,斧,False,False,アビリティダメージ,1,+13.2%,1,False,回避率,1,+4.4%,1,False,再生,2,480,1,False,バトル開始時に自分に一定個数ランダムな強化効果,1,1個,1,True
3832125,301080201,サント・シャッポー,1,3,土,弓,False,False,防御,3,+10.4%,1,False,弱体耐性,3,+7.8%,1,False,最大HP上昇/防御力-70%,2,+9.6%,1,False,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%,1,True
3832093,301030301,金華旗幟,1,3,闇,槍,False,False,クリティカル確率,2,+14.4%,1,False,攻撃力,1,+1320,1,False,奥義与ダメージ上昇,3,+130000,1,False,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%,1,True
3832065,301100301,金華香炉,1,3,火,刀,False,False,弱体耐性,2,+7.2%,1,False,自属性攻撃力,5,+12%,1,True,HPが50%以上の時、トリプルアタック確率UP,1,+6.6%,1,False,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%,1,True
3831820,301090101,オミナス・ホイッスル,1,3,闇,楽器,False,False,弱体耐性,3,+7.8%,1,False,アビリティダメージ,3,+15.6%,1,False,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,4,+5.6%,1,False,アビリティを一定回数使用する度に自分にダメージ上限UP(累積),1,5回,1,True
3824967,301080201,サント・シャッポー,1,3,風,弓,False,False,ダブルアタック確率,1,+6.6%,1,False,HP,1,+660,1,False,ターンダメージを軽減,3,+10.4%,1,False,アイテムドロップ率UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+0.5%,1,True
3796783,301030301,金華旗幟,1,3,水,槍,False,False,回避率,1,+4.4%,1,False,弱体成功率,4,+8.4%,1,False,確率で強化効果が無効化されない,1,20%,1,True,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回,1,True
3796747,301090101,オミナス・ホイッスル,1,3,火,楽器,False,False,回避率,2,+4.8%,1,False,回復性能,2,+14.4%,1,False,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,1,+4.4%,1,False,攻撃開始時、確率で自分に乱撃(6ヒット)効果(1回),1,1%,1,True
3796730,301020201,サント・ジャセロン,1,3,水,短剣,False,False,アビリティダメージ,4,+16.8%,1,False,防御,3,+10.4%,1,False,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,2,+19.2%,1,False,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%,1,True
3796718,301030301,金華旗幟,1,3,土,槍,False,False,有利属性軽減,2,+4.8%,1,False,弱体成功率,1,+6.6%,1,False,再生,2,480,1,False,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍,1,True
3796717,301010201,サント・クローヌ,1,3,光,剣,False,False,回避率,1,+4.4%,1,False,弱体耐性,3,+7.8%,1,False,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,1,+17.6%,1,False,使用間隔が10ターン以上のアビリティ使用時、自分に与ダメージUP,1,2%,1,True
3796705,301090101,オミナス・ホイッスル,1,3,風,楽器,False,False,自属性攻撃力,2,+9.6%,1,False,有利属性軽減,2,+4.8%,1,False,HPが100%の時、与ダメージUP,5,+3%,1,True,ターン終了時、確率で敵の強化効果を全て無効化(重複不可),1,1%,1,True
3796703,301030101,オミナス・ゴブレット,1,3,土,槍,False,False,クリティカル確率,2,+14.4%,1,False,防御,1,+8.8%,1,False,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,2,+19.2%,1,False,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%,1,True
3796658,301030201,サント・キャスク,1,3,風,槍,False,False,ダブルアタック確率,2,+7.2%,1,False,自属性攻撃力,2,+9.6%,1,False,HPが50%以下の時、被ダメージを軽減,3,+10.4%,1,False,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%,1,True
3789815,301070301,金華覆装,1,3,土,格闘,False,False,トリプルアタック確率,4,+5.6%,1,False,HP,1,+660,1,False,確率で強化効果が無効化されない,1,20%,1,True,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%,1,True
3782665,301070201,サント・ブート,1,3,光,格闘,False,False,HP,4,+840,1,False,回避率,3,+5.2%,1,False,HPが100%の時、与ダメージUP,3,+2.6%,1,False,サブメンバー時、一定ターン毎に敵全体にランダムな弱体効果を1つ付与(重複不可),1,7ターン,1,True
3778376,301010201,サント・クローヌ,1,3,風,剣,False,False,トリプルアタック確率,1,+4.4%,1,False,アビリティダメージ,3,+15.6%,1,False,最大HP上昇/防御力-70%,2,+9.6%,1,False,バトル開始時から1ターンの間被ダメージ減少,1,1000,1,True
3778368,301050101,オミナス・トーテム,1,3,光,杖,False,False,有利属性軽減,1,+4.4%,1,False,弱体耐性,2,+7.2%,1,False,確率で強化効果が無効化されない,1,20%,1,True,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%,1,True
3778352,301090201,サント・ボアトムジーク,1,3,火,楽器,False,False,防御,2,+9.6%,1,False,弱体成功率,2,+7.2%,1,False,通常攻撃ダメージ上限,1,+2.2%,1,False,バトル終了時にランダムな耳飾りを入手することがある(レベルに応じて入手確率UP/重複不可)　◆サブメンバーにいる場合でも発動,1,,1,True
3777545,301080201,サント・シャッポー,1,3,風,弓,False,False,ダブルアタック確率,2,+7.2%,1,False,弱体成功率,3,+7.8%,1,False,HPが50%以上の時、トリプルアタック確率UP,5,+9%,1,True,バトル終了時にランダムな耳飾りを入手することがある(レベルに応じて入手確率UP/重複不可)　◆サブメンバーにいる場合でも発動,1,,1,True
3777538,301100301,金華香炉,1,3,闇,刀,False,False,ダブルアタック確率,2,+7.2%,1,False,有利属性軽減,3,+5.2%,1,False,通常攻撃の与ダメージ上昇,2,+9600,1,False,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回,1,True
3777527,301010201,サント・クローヌ,1,3,闇,剣,False,False,防御,3,+10.4%,1,False,弱体耐性,1,+6.6%,1,False,HPが50%以下の時、被ダメージを軽減,1,+8.8%,1,False,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個,1,True
3777526,301050201,サント・ローブ,1,3,闇,杖,False,False,ダブルアタック確率,3,+7.8%,1,False,攻撃力,2,+1440,1,False,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,2,+4.8%,1,False,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%,1,True
3777351,301100301,金華香炉,1,3,水,刀,False,False,攻撃力,3,+1560,1,False,回避率,3,+5.2%,1,False,HPが50%以下の時、被ダメージを軽減,5,+12%,1,True,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回,1,True
3777206,301010201,サント・クローヌ,1,3,闇,剣,False,False,防御,3,+10.4%,1,False,トリプルアタック確率,4,+5.6%,1,False,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,2,+14.4%,1,False,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回,1,True
3777205,301040201,サント・アルミュール,1,3,火,斧,False,False,クリティカル確率,4,+16.8%,1,False,自属性攻撃力,2,+9.6%,1,False,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,4,+16.8%,1,False,アビリティダメージを一定量与える毎に自分にアビリティ与ダメージ上昇(累積),1,40000000,1,True
3777177,301010101,オミナス・アミュレット,1,3,闇,剣,False,False,弱体成功率,2,+7.2%,1,False,HP,2,+720,1,False,奥義ダメージ上限,1,+6.6%,1,False,ターン終了時にHPが50%以下の敵がいる時、一度だけ自分のHPを回復,1,2000,1,True
3776263,301080201,サント・シャッポー,1,3,闇,弓,False,False,弱体耐性,3,+7.8%,1,False,回復性能,4,+16.8%,1,False,確率で強化効果が無効化されない,1,20%,1,True,一定回数敵の攻撃行動のターゲットになった場合、一度だけ自分に自属性追撃(1回)効果,1,7回,1,True
3776217,301090101,オミナス・ホイッスル,1,3,闇,楽器,False,False,クリティカル確率,3,+15.6%,1,False,自属性攻撃力,4,+11.2%,1,False,通常攻撃ダメージ上限,2,+2.4%,1,False,バトル開始時に最大HPの20%を消費するが3ターン後、自分にダメージ上限UP,1,10%,1,True
3776207,301010301,金華羽飾,1,3,闇,剣,False,False,ダブルアタック確率,2,+7.2%,1,False,アビリティダメージ,2,+14.4%,1,False,アビリティ与ダメージ上昇,5,+15000,1,True,使用間隔が10ターン以上のアビリティ使用時、自分に与ダメージUP,1,2%,1,True
3766246,301040301,金華革帯,1,3,火,斧,False,False,弱体耐性,3,+7.8%,1,False,奥義ダメージ,2,+14.4%,1,False,通常攻撃ダメージ上限,2,+2.4%,1,False,一定回数敵の攻撃行動のターゲットになった場合、一度だけ自分に自属性追撃(1回)効果,1,7回,1,True
3760807,301030101,オミナス・ゴブレット,1,3,風,槍,False,False,アビリティダメージ,2,+14.4%,1,False,攻撃力,1,+1320,1,False,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,1,+17.6%,1,False,バトル開始時に自分に一定個数ランダムな強化効果,1,1個,1,True
3760743,301080301,金華胸鎧,1,3,水,弓,False,False,弱体耐性,2,+7.2%,1,False,弱体成功率,2,+7.2%,1,False,アビリティダメージ上限,2,+9.6%,1,False,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍,1,True
3760705,301070101,オミナス・バンクル,1,3,闇,格闘,False,False,回避率,3,+5.2%,1,False,回復性能,4,+16.8%,1,False,再生,4,560,1,False,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%,1,True
3719229,301090201,サント・ボアトムジーク,1,3,闇,楽器,False,False,HP,1,+660,1,False,弱体耐性,2,+7.2%,1,False,ターンダメージを軽減,2,+9.6%,1,False,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回,1,True
3719144,301010301,金華羽飾,1,3,闇,剣,False,False,回復性能,1,+13.2%,1,False,クリティカル確率,1,+13.2%,1,False,奥義ダメージ特殊上限UP,1,+4.4%,1,False,アイテムドロップ率UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+0.5%,1,True
3634147,301020101,オミナス・リング,1,3,土,短剣,False,False,弱体耐性,1,+6.6%,1,False,クリティカル確率,1,+13.2%,1,False,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,3,+5.2%,1,False,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%,1,True
3633386,301040101,オミナス・ホーン,1,3,光,斧,False,False,アビリティダメージ,1,+13.2%,1,False,HP,5,+900,1,True,再生,4,560,1,False,ターン終了時、確率で敵の強化効果を全て無効化(重複不可),1,1%,1,True
