id,artifact_id,name,level,max_level,rarity,attribute,skill1_name,skill1_quality,skill1_effect,skill2_name,skill2_quality,skill2_effect,skill3_name,skill3_quality,skill3_effect,skill4_name,skill4_quality,skill4_effect
3984010,301020301,金華面具,1,5,3,5,弱体成功率,2,+7.2%,アビリティダメージ,3,+15.6%,奥義与ダメージ上昇,5,+150000,使用間隔が10ターン以上のアビリティ使用時、自分に与ダメージUP,1,2%
3976785,301100101,オミナス・ストーン,1,5,3,4,防御,2,+9.6%,HP,2,+720,HPが50%以下の時、被ダメージを軽減,1,+8.8%,バトル開始時に自分に一定個数ランダムな強化効果,1,1個
3976109,301090301,金華銅鑼,1,5,3,3,有利属性軽減,2,+4.8%,回避率,2,+4.8%,通常攻撃の与ダメージ上昇,2,+9600,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個
3976031,301080301,金華胸鎧,1,5,3,3,HP,1,+660,回復性能,2,+14.4%,最大HP上昇/防御力-70%,2,+9.6%,バトル終了時にランダムな耳飾りを入手することがある(レベルに応じて入手確率UP/重複不可)　◆サブメンバーにいる場合でも発動,1,
3976030,301090301,金華銅鑼,1,5,3,2,アビリティダメージ,1,+13.2%,回復性能,2,+14.4%,HPが50%以上の時、トリプルアタック確率UP,1,+6.6%,キュアポーションまたはオールポーション使用時にフェイタルチェインゲージUP(重複不可),1,3%
3975958,301030201,サント・キャスク,1,5,3,4,弱体耐性,4,+8.4%,アビリティダメージ,1,+13.2%,再生,3,520,ターン終了時にHPが50%以下の敵がいる時、一度だけ自分のHPを回復,1,2000
3975946,301010301,金華羽飾,1,5,3,1,有利属性軽減,3,+5.2%,攻撃力,1,+1320,ターンダメージを軽減,2,+9.6%,攻撃開始時、確率で自分に乱撃(6ヒット)効果(1回),1,1%
3975870,301040301,金華革帯,1,5,3,2,防御,4,+11.2%,奥義ダメージ,3,+15.6%,確率で強化効果が無効化されない,1,20%,バトル開始時に最大HPの20%を消費するが3ターン後、自分にダメージ上限UP,1,10%
3975835,301100101,オミナス・ストーン,1,5,3,6,弱体成功率,1,+6.6%,アビリティダメージ,3,+15.6%,最大HP上昇/防御力-70%,4,+11.2%,サブメンバー時、一定ターン毎に敵全体にランダムな弱体効果を1つ付与(重複不可),1,7ターン
3975834,301090301,金華銅鑼,1,5,3,4,回復性能,2,+14.4%,HP,2,+720,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,3,+15.6%,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍
3975806,301060101,オミナス・ペンダント,1,5,3,2,回避率,2,+4.8%,アビリティダメージ,1,+13.2%,通常攻撃ダメージ上限,1,+2.2%,攻撃開始時、確率で自分に乱撃(6ヒット)効果(1回),1,1%
3975805,301060101,オミナス・ペンダント,1,5,3,1,自属性攻撃力,1,+8.8%,奥義ダメージ,2,+14.4%,クリティカル発動時、ダメージ上限UP,1,+2.2%,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍
3972896,301060101,オミナス・ペンダント,1,5,3,3,トリプルアタック確率,1,+4.4%,防御,3,+10.4%,チェイン与ダメージUP,1,+6.6%,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.2%
3893356,301100101,オミナス・ストーン,1,5,3,5,トリプルアタック確率,1,+4.4%,弱体成功率,1,+6.6%,通常攻撃ダメージ上限,3,+2.6%,バトル開始時から1ターンの間被ダメージ減少,1,1000
3891787,301090101,オミナス・ホイッスル,1,5,3,1,ダブルアタック確率,2,+7.2%,弱体成功率,1,+6.6%,奥義与ダメージ上昇,4,+140000,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.2%
3891786,301090301,金華銅鑼,1,5,3,5,奥義ダメージ,2,+14.4%,攻撃力,1,+1320,奥義ダメージ上限,4,+8.4%,アビリティダメージを一定量与える毎に自分にアビリティ与ダメージ上昇(累積),1,40000000
3882927,301080201,サント・シャッポー,1,5,3,5,弱体成功率,1,+6.6%,回復性能,1,+13.2%,通常攻撃の与ダメージ上昇,1,+8800,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.2%
3882885,301010301,金華羽飾,1,5,3,1,奥義ダメージ,1,+13.2%,トリプルアタック確率,4,+5.6%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,バトル終了時にランダムな耳飾りを入手することがある(レベルに応じて入手確率UP/重複不可)　◆サブメンバーにいる場合でも発動,1,
3879073,301090301,金華銅鑼,1,5,3,2,トリプルアタック確率,2,+4.8%,弱体耐性,1,+6.6%,再生,1,440,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
3869638,301020301,金華面具,1,5,3,6,回復性能,2,+14.4%,アビリティダメージ,4,+16.8%,奥義ダメージ上限,1,+6.6%,使用間隔が10ターン以上のアビリティ使用時、自分に与ダメージUP,1,2%
3869597,301050201,サント・ローブ,1,5,3,3,アビリティダメージ,1,+13.2%,ダブルアタック確率,5,+9%,HPが50%以上の時、トリプルアタック確率UP,4,+8.4%,ターン終了時、確率で敵の強化効果を全て無効化(重複不可),1,1%
3854867,301100101,オミナス・ストーン,1,5,3,6,防御,4,+11.2%,ダブルアタック確率,3,+7.8%,HPが50%以下の時、被ダメージを軽減,4,+11.2%,攻撃行動を行わなかった場合、ターン終了時に自分に一定個数ランダムな強化効果,1,1個
3854840,301100201,サント・キャプション,1,5,3,6,クリティカル確率,4,+16.8%,防御,1,+8.8%,奥義ダメージ上限,1,+6.6%,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.2%
3854457,301080301,金華胸鎧,1,5,3,5,トリプルアタック確率,3,+5.2%,奥義ダメージ,4,+16.8%,クリティカル発動時、ダメージ上限UP,2,+2.4%,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%
3853810,301070101,オミナス・バンクル,1,5,3,4,アビリティダメージ,3,+15.6%,弱体耐性,1,+6.6%,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,1,+17.6%,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%
3832754,301040301,金華革帯,1,5,3,2,弱体成功率,2,+7.2%,回復性能,2,+14.4%,最大HP上昇/防御力-70%,4,+11.2%,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.2%
3832655,301020101,オミナス・リング,1,5,3,3,防御,1,+8.8%,トリプルアタック確率,1,+4.4%,再生,4,560,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
3832602,301040101,オミナス・ホーン,1,5,3,5,有利属性軽減,2,+4.8%,自属性攻撃力,4,+11.2%,最大HP上昇/防御力-70%,1,+8.8%,バトル開始時に自分に一定個数ランダムな強化効果,1,1個
3832601,301030201,サント・キャスク,1,5,3,6,回避率,5,+6%,弱体成功率,3,+7.8%,クリティカル発動時、ダメージ上限UP,1,+2.2%,バトル登場時に一度だけ自分の与ダメージUP,1,3%
3832600,301040101,オミナス・ホーン,1,5,3,6,ダブルアタック確率,5,+9%,有利属性軽減,3,+5.2%,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,1,+13.2%,バトル開始時と5ターン毎に自分にバリア効果,1,1000
3832545,301040101,オミナス・ホーン,1,5,3,2,奥義ダメージ,2,+14.4%,回避率,1,+4.4%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,アイテムドロップ率UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+0.5%
3832542,301100301,金華香炉,1,5,3,5,弱体成功率,3,+7.8%,回避率,2,+4.8%,確率で強化効果が無効化されない,1,20%,アビリティを一定回数使用する度に自分にダメージ上限UP(累積),1,5回
3832536,301020201,サント・ジャセロン,1,5,3,3,奥義ダメージ,1,+13.2%,弱体耐性,3,+7.8%,通常攻撃ダメージ上限,5,+3%,ターン終了時、確率で敵の強化効果を全て無効化(重複不可),1,1%
3832302,301070301,金華覆装,1,5,3,2,自属性攻撃力,3,+10.4%,攻撃力,2,+1440,通常攻撃ダメージ上限,3,+2.6%,ターン終了時、自分がそのターン中に消費した奥義ゲージ量に応じて自分に与ダメージ上昇,1,最大5000
3832300,301070101,オミナス・バンクル,1,5,3,4,回復性能,4,+16.8%,弱体耐性,1,+6.6%,最大HP上昇/防御力-70%,1,+8.8%,ターン終了時にHPが50%以下の敵がいる時、一度だけ自分のHPを回復,1,2000
3832245,301100301,金華香炉,1,5,3,2,ダブルアタック確率,3,+7.8%,アビリティダメージ,2,+14.4%,アビリティ与ダメージ上昇,4,+14000,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回
3832243,301040301,金華革帯,1,5,3,1,有利属性軽減,2,+4.8%,アビリティダメージ,5,+18%,通常攻撃の与ダメージ上昇,2,+9600,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%
3832187,301040201,サント・アルミュール,1,5,3,3,アビリティダメージ,1,+13.2%,回避率,1,+4.4%,再生,2,480,バトル開始時に自分に一定個数ランダムな強化効果,1,1個
3832125,301080201,サント・シャッポー,1,5,3,3,防御,3,+10.4%,弱体耐性,3,+7.8%,最大HP上昇/防御力-70%,2,+9.6%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
3832093,301030301,金華旗幟,1,5,3,6,クリティカル確率,2,+14.4%,攻撃力,1,+1320,奥義与ダメージ上昇,3,+130000,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
3832065,301100301,金華香炉,1,5,3,1,弱体耐性,2,+7.2%,自属性攻撃力,5,+12%,HPが50%以上の時、トリプルアタック確率UP,1,+6.6%,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
3831820,301090101,オミナス・ホイッスル,1,5,3,6,弱体耐性,3,+7.8%,アビリティダメージ,3,+15.6%,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,4,+5.6%,アビリティを一定回数使用する度に自分にダメージ上限UP(累積),1,5回
3824967,301080201,サント・シャッポー,1,5,3,4,ダブルアタック確率,1,+6.6%,HP,1,+660,ターンダメージを軽減,3,+10.4%,アイテムドロップ率UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+0.5%
3796783,301030301,金華旗幟,1,5,3,2,回避率,1,+4.4%,弱体成功率,4,+8.4%,確率で強化効果が無効化されない,1,20%,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回
3796747,301090101,オミナス・ホイッスル,1,5,3,1,回避率,2,+4.8%,回復性能,2,+14.4%,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,1,+4.4%,攻撃開始時、確率で自分に乱撃(6ヒット)効果(1回),1,1%
3796730,301020201,サント・ジャセロン,1,5,3,2,アビリティダメージ,4,+16.8%,防御,3,+10.4%,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,2,+19.2%,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%
3796718,301030301,金華旗幟,1,5,3,3,有利属性軽減,2,+4.8%,弱体成功率,1,+6.6%,再生,2,480,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍
3796717,301010201,サント・クローヌ,1,5,3,5,回避率,1,+4.4%,弱体耐性,3,+7.8%,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,1,+17.6%,使用間隔が10ターン以上のアビリティ使用時、自分に与ダメージUP,1,2%
3796705,301090101,オミナス・ホイッスル,1,5,3,4,自属性攻撃力,2,+9.6%,有利属性軽減,2,+4.8%,HPが100%の時、与ダメージUP,5,+3%,ターン終了時、確率で敵の強化効果を全て無効化(重複不可),1,1%
3796703,301030101,オミナス・ゴブレット,1,5,3,3,クリティカル確率,2,+14.4%,防御,1,+8.8%,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,2,+19.2%,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
3796658,301030201,サント・キャスク,1,5,3,4,ダブルアタック確率,2,+7.2%,自属性攻撃力,2,+9.6%,HPが50%以下の時、被ダメージを軽減,3,+10.4%,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
3789815,301070301,金華覆装,1,5,3,3,トリプルアタック確率,4,+5.6%,HP,1,+660,確率で強化効果が無効化されない,1,20%,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
3782665,301070201,サント・ブート,1,5,3,5,HP,4,+840,回避率,3,+5.2%,HPが100%の時、与ダメージUP,3,+2.6%,サブメンバー時、一定ターン毎に敵全体にランダムな弱体効果を1つ付与(重複不可),1,7ターン
3778376,301010201,サント・クローヌ,1,5,3,4,トリプルアタック確率,1,+4.4%,アビリティダメージ,3,+15.6%,最大HP上昇/防御力-70%,2,+9.6%,バトル開始時から1ターンの間被ダメージ減少,1,1000
3778368,301050101,オミナス・トーテム,1,5,3,5,有利属性軽減,1,+4.4%,弱体耐性,2,+7.2%,確率で強化効果が無効化されない,1,20%,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%
3778352,301090201,サント・ボアトムジーク,1,5,3,1,防御,2,+9.6%,弱体成功率,2,+7.2%,通常攻撃ダメージ上限,1,+2.2%,バトル終了時にランダムな耳飾りを入手することがある(レベルに応じて入手確率UP/重複不可)　◆サブメンバーにいる場合でも発動,1,
3777545,301080201,サント・シャッポー,1,5,3,4,ダブルアタック確率,2,+7.2%,弱体成功率,3,+7.8%,HPが50%以上の時、トリプルアタック確率UP,5,+9%,バトル終了時にランダムな耳飾りを入手することがある(レベルに応じて入手確率UP/重複不可)　◆サブメンバーにいる場合でも発動,1,
3777538,301100301,金華香炉,1,5,3,6,ダブルアタック確率,2,+7.2%,有利属性軽減,3,+5.2%,通常攻撃の与ダメージ上昇,2,+9600,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回
3777527,301010201,サント・クローヌ,1,5,3,6,防御,3,+10.4%,弱体耐性,1,+6.6%,HPが50%以下の時、被ダメージを軽減,1,+8.8%,戦闘不能になった時、一度だけ味方全体に一定個数ランダムな強化効果,1,1個
3777526,301050201,サント・ローブ,1,5,3,6,ダブルアタック確率,3,+7.8%,攻撃力,2,+1440,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,2,+4.8%,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%
3777351,301100301,金華香炉,1,5,3,2,攻撃力,3,+1560,回避率,3,+5.2%,HPが50%以下の時、被ダメージを軽減,5,+12%,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回
3777206,301010201,サント・クローヌ,1,5,3,6,防御,3,+10.4%,トリプルアタック確率,4,+5.6%,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,2,+14.4%,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回
3777205,301040201,サント・アルミュール,1,5,3,1,クリティカル確率,4,+16.8%,自属性攻撃力,2,+9.6%,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,4,+16.8%,アビリティダメージを一定量与える毎に自分にアビリティ与ダメージ上昇(累積),1,40000000
3777177,301010101,オミナス・アミュレット,1,5,3,6,弱体成功率,2,+7.2%,HP,2,+720,奥義ダメージ上限,1,+6.6%,ターン終了時にHPが50%以下の敵がいる時、一度だけ自分のHPを回復,1,2000
3776263,301080201,サント・シャッポー,1,5,3,6,弱体耐性,3,+7.8%,回復性能,4,+16.8%,確率で強化効果が無効化されない,1,20%,一定回数敵の攻撃行動のターゲットになった場合、一度だけ自分に自属性追撃(1回)効果,1,7回
3776217,301090101,オミナス・ホイッスル,1,5,3,6,クリティカル確率,3,+15.6%,自属性攻撃力,4,+11.2%,通常攻撃ダメージ上限,2,+2.4%,バトル開始時に最大HPの20%を消費するが3ターン後、自分にダメージ上限UP,1,10%
3776207,301010301,金華羽飾,1,5,3,6,ダブルアタック確率,2,+7.2%,アビリティダメージ,2,+14.4%,アビリティ与ダメージ上昇,5,+15000,使用間隔が10ターン以上のアビリティ使用時、自分に与ダメージUP,1,2%
3766246,301040301,金華革帯,1,5,3,1,弱体耐性,3,+7.8%,奥義ダメージ,2,+14.4%,通常攻撃ダメージ上限,2,+2.4%,一定回数敵の攻撃行動のターゲットになった場合、一度だけ自分に自属性追撃(1回)効果,1,7回
3760807,301030101,オミナス・ゴブレット,1,5,3,4,アビリティダメージ,2,+14.4%,攻撃力,1,+1320,アビリティダメージ上限UP/通常攻撃ダメージ上限-20％/奥義ダメージ上限-60％,1,+17.6%,バトル開始時に自分に一定個数ランダムな強化効果,1,1個
3760743,301080301,金華胸鎧,1,5,3,2,弱体耐性,2,+7.2%,弱体成功率,2,+7.2%,アビリティダメージ上限,2,+9.6%,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍
3760705,301070101,オミナス・バンクル,1,5,3,6,回避率,3,+5.2%,回復性能,4,+16.8%,再生,4,560,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
3719229,301090201,サント・ボアトムジーク,1,5,3,6,HP,1,+660,弱体耐性,2,+7.2%,ターンダメージを軽減,2,+9.6%,敵に一定回数攻撃を与えた時、一度だけ自分に乱撃(3ヒット)効果(1回),1,200回
3719144,301010301,金華羽飾,1,5,3,6,回復性能,1,+13.2%,クリティカル確率,1,+13.2%,奥義ダメージ特殊上限UP,1,+4.4%,アイテムドロップ率UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+0.5%
3634147,301020101,オミナス・リング,1,5,3,3,弱体耐性,1,+6.6%,クリティカル確率,1,+13.2%,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,3,+5.2%,獲得経験値UP(重複不可)　◆サブメンバーにいる場合でも発動,1,+1%
3633386,301040101,オミナス・ホーン,1,5,3,5,アビリティダメージ,1,+13.2%,HP,5,+900,再生,4,560,ターン終了時、確率で敵の強化効果を全て無効化(重複不可),1,1%
3626498,301040301,金華革帯,1,5,3,4,防御,2,+9.6%,HP,1,+660,アビリティ与ダメージ上昇,3,+13000,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回
3621090,301070101,オミナス・バンクル,1,5,3,6,アビリティダメージ,2,+14.4%,防御,2,+9.6%,アビリティダメージ上限,2,+9.6%,バトル開始時と5ターン毎に自分にバリア効果,1,1000
3621086,301080101,オミナス・フィアン,1,5,3,1,自属性攻撃力,3,+10.4%,有利属性軽減,1,+4.4%,アビリティダメージ上限,2,+9.6%,アビリティを一定回数使用する度に自分にダメージ上限UP(累積),1,5回
3621084,301070101,オミナス・バンクル,1,5,3,6,HP,1,+660,弱体耐性,1,+6.6%,通常攻撃の与ダメージ上昇,1,+8800,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍
3621059,301060201,サント・リネット,1,5,3,3,有利属性軽減,5,+6%,攻撃力,4,+1680,アビリティダメージ上限,3,+10.4%,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
3621057,301030201,サント・キャスク,1,5,3,2,奥義ダメージ,3,+15.6%,ダブルアタック確率,4,+8.4%,通常攻撃ダメージ上限UP/アビリティダメージ上限-80％/奥義ダメージ上限-60％,2,+4.8%,バトル開始時に最大HPの20%を消費するが3ターン後、自分にダメージ上限UP,1,10%
3621032,301070101,オミナス・バンクル,1,5,3,1,弱体成功率,4,+8.4%,トリプルアタック確率,1,+4.4%,HPが100%の時、与ダメージUP,2,+2.4%,ターン終了時、確率で敵の強化効果を全て無効化(重複不可),1,1%
3620942,301080301,金華胸鎧,1,5,3,4,弱体耐性,4,+8.4%,トリプルアタック確率,2,+4.8%,確率で強化効果が無効化されない,1,20%,アビリティダメージを一定量与える毎に自分にアビリティ与ダメージ上昇(累積),1,40000000
3620928,301090201,サント・ボアトムジーク,1,5,3,6,回復性能,2,+14.4%,自属性攻撃力,2,+9.6%,HPが100%の時、与ダメージUP,1,+2.2%,攻撃行動を行わなかった場合、ターン終了時に自分に一定個数ランダムな強化効果,1,1個
3620574,301020301,金華面具,1,5,3,6,弱体耐性,1,+6.6%,奥義ダメージ,5,+18%,HPが50%以上の時、トリプルアタック確率UP,1,+6.6%,1回攻撃発動時、自分に一定個数ランダムな強化効果,1,1個
3620573,301050101,オミナス・トーテム,1,5,3,6,回避率,2,+4.8%,防御,1,+8.8%,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,1,+13.2%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
3612986,301010101,オミナス・アミュレット,1,5,3,6,ダブルアタック確率,1,+6.6%,自属性攻撃力,3,+10.4%,HPが50%以下の時、被ダメージを軽減,1,+8.8%,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
3612983,301050101,オミナス・トーテム,1,5,3,4,弱体耐性,2,+7.2%,攻撃力,3,+1560,アビリティ与ダメージ上昇,1,+11000,アビリティを一定回数使用する度に自分にダメージ上限UP(累積),1,5回
3607159,301050201,サント・ローブ,1,5,3,4,奥義ダメージ,2,+14.4%,アビリティダメージ,2,+14.4%,HPが100%の時、与ダメージUP,3,+2.6%,ターン終了時、確率で敵の強化効果を全て無効化(重複不可),1,1%
3607075,301030101,オミナス・ゴブレット,1,5,3,2,自属性攻撃力,2,+9.6%,弱体耐性,2,+7.2%,通常攻撃の与ダメージ上昇,1,+8800,攻撃行動を行わなかった場合、ターン終了時に自分に一定個数ランダムな強化効果,1,1個
3607074,301050201,サント・ローブ,1,5,3,2,ダブルアタック確率,2,+7.2%,防御,3,+10.4%,最大HP上昇/防御力-70%,1,+8.8%,ターン終了時にHPが50%以下の敵がいる時、一度だけ自分のHPを回復,1,2000
3607064,301100101,オミナス・ストーン,1,5,3,6,有利属性軽減,5,+6%,ダブルアタック確率,4,+8.4%,HPが100%の時、与ダメージUP,1,+2.2%,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
3607000,301100301,金華香炉,1,5,3,4,回避率,2,+4.8%,攻撃力,2,+1440,最大HP上昇/防御力-70%,3,+10.4%,ターン終了時、自分がそのターン中に消費した奥義ゲージ量に応じて自分に与ダメージ上昇,1,最大5000
3606999,301090201,サント・ボアトムジーク,1,5,3,3,HP,2,+720,奥義ダメージ,1,+13.2%,奥義与ダメージ上昇,2,+120000,ターン終了時、確率で敵の強化効果を全て無効化(重複不可),1,1%
3606998,301030201,サント・キャスク,1,5,3,2,トリプルアタック確率,3,+5.2%,HP,3,+780,HPが50%以上の時、トリプルアタック確率UP,2,+7.2%,一定回数敵の攻撃行動のターゲットになった場合、一度だけ自分に自属性追撃(1回)効果,1,7回
3606971,301100201,サント・キャプション,1,5,3,6,防御,3,+10.4%,自属性攻撃力,3,+10.4%,アビリティ与ダメージ上昇,2,+12000,アビリティを一定回数使用する度に自分にダメージ上限UP(累積),1,5回
3606970,301070201,サント・ブート,1,5,3,4,アビリティダメージ,1,+13.2%,有利属性軽減,1,+4.4%,HPが100%の時、与ダメージUP,1,+2.2%,アビリティを一定回数使用する度に自分にダメージ上限UP(累積),1,5回
3606969,301090101,オミナス・ホイッスル,1,5,3,1,トリプルアタック確率,1,+4.4%,攻撃力,1,+1320,チェイン与ダメージUP,1,+6.6%,回復アビリティ使用時、自分の次に配置されたキャラに自属性追撃効果(1回),1,4%
3606968,301080101,オミナス・フィアン,1,5,3,6,攻撃力,3,+1560,奥義ダメージ,1,+13.2%,HPが100%の時、与ダメージUP,1,+2.2%,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
3606933,301090101,オミナス・ホイッスル,1,5,3,4,クリティカル確率,2,+14.4%,トリプルアタック確率,2,+4.8%,チェイン与ダメージUP,5,+9%,攻撃行動を行わなかった場合、ターン終了時に自分に一定個数ランダムな強化効果,1,1個
3598955,301050301,金華名鏡,1,5,3,4,HP,2,+720,弱体成功率,3,+7.8%,奥義ダメージ上限,3,+7.8%,攻撃行動を行わなかった場合、ターン終了時に自分に一定個数ランダムな強化効果,1,1個
3598896,301070201,サント・ブート,1,5,3,1,奥義ダメージ,1,+13.2%,回避率,2,+4.8%,通常攻撃ダメージ上限,4,+2.8%,サブメンバー時、一定ターン毎に敵全体にランダムな弱体効果を1つ付与(重複不可),1,7ターン
3598039,301030101,オミナス・ゴブレット,1,5,3,5,トリプルアタック確率,3,+5.2%,クリティカル確率,2,+14.4%,クリティカル発動時、ダメージ上限UP,3,+2.6%,バトル開始時から1ターンの間被ダメージ減少,1,1000
3585535,301010101,オミナス・アミュレット,1,5,3,3,回避率,1,+4.4%,トリプルアタック確率,3,+5.2%,HPが100%の時、与ダメージUP,1,+2.2%,ターン終了時にHPが50%以下の敵がいる時、一度だけ自分のHPを回復,1,2000
3565542,301050101,オミナス・トーテム,1,5,3,1,回避率,2,+4.8%,ダブルアタック確率,3,+7.8%,通常攻撃の与ダメージ上昇,2,+9600,1番目のアビリティ使用時にHPを一定割合消費するが、1番目のアビリティの使用間隔を1ターン短縮(レベルに応じて消費割合DOWN),1,30%
3523337,301030201,サント・キャスク,1,5,3,6,弱体耐性,2,+7.2%,クリティカル確率,1,+13.2%,奥義ダメージ特殊上限UP,2,+4.8%,バトル開始時に最大HPの20%を消費するが3ターン後、自分にダメージ上限UP,1,10%
3486698,301040101,オミナス・ホーン,1,5,3,6,ダブルアタック確率,1,+6.6%,アビリティダメージ,2,+14.4%,確率で攻撃開始時に自分の弱体効果を1つ回復,1,20%,ターン終了時、自分がそのターン中に消費したHPに応じて敵に無属性ダメージ,1,10倍
3486696,301090101,オミナス・ホイッスル,1,5,3,6,弱体成功率,3,+7.8%,攻撃力,5,+1800,再生,1,440,リンクアビリティを一定回数使用時に自分のリンクアビリティの再使用間隔を1ターン短縮,1,8回
3486636,301060301,金華望鏡,1,5,3,5,奥義ダメージ,1,+13.2%,弱体成功率,1,+6.6%,HPが50%以下の時、被ダメージを軽減,1,+8.8%,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
3486635,301030101,オミナス・ゴブレット,1,5,3,2,弱体耐性,3,+7.8%,自属性攻撃力,4,+11.2%,チェイン与ダメージUP,1,+6.6%,一定回数敵の攻撃行動のターゲットになった場合、一度だけ自分に自属性追撃(1回)効果,1,7回
3486617,301020101,オミナス・リング,1,5,3,6,攻撃力,2,+1440,HP,4,+840,チェイン与ダメージUP,1,+6.6%,バトル開始時に最大HPの20%を消費するが3ターン後、自分にダメージ上限UP,1,10%
3486611,301070301,金華覆装,1,5,3,5,クリティカル確率,2,+14.4%,弱体耐性,1,+6.6%,通常攻撃ダメージ上限,1,+2.2%,確率でターンの進行時に経過ターンを5ターン進める(重複不可),1,0.2%
3486568,301070301,金華覆装,1,5,3,2,アビリティダメージ,2,+14.4%,有利属性軽減,4,+5.6%,通常攻撃の与ダメージ上昇,1,+8800,弱体アビリティ使用時、敵に被ダメージUP(2回),1,4%
3486544,301080201,サント・シャッポー,1,5,3,2,HP,4,+840,弱体成功率,4,+8.4%,奥義ダメージ上限UP/通常攻撃ダメージ上限-20％/アビリティダメージ上限-80％,3,+15.6%,攻撃開始時に敵の弱体効果の数が3つ以下の時、自分にブロック効果,1,5%
